# Lines 1 and 2 represent s and t respectively. s and t are the start and end of the shortest path respectively.
# Line i > 2 represents a sample taken at time i. The sample corresponds to a discrete state.
# Line Format: [sample ID] [x] [y] [z] [x-component of yaw] [y-component of yaw] [U: marginal coverage]
#              [sample ID of nearest neighbor 1] [shortest path cost to nearest neighbor 1] [shortest path cost from nearest neighbor 1]
#              ...
#              [sample ID of nearest neighbor k] [shortest path cost to nearest neighbor k] [shortest path cost from nearest neighbor k]
10	-9	-4	4	0	1	98	62	0.25	1.25	56	0.375	1	157	0.375	0.375	63	0.5	1.25	274	0.625	0.78033	218	0.625	1.15533	267	0.684017	1.46353	43	0.728553	1.58853	344	0.75	0.90533	116	0.75	1.125	
11	-11	3	4	-1	2	3	335	0.125	0.125	461	0.375	0.375	468	0.5	0.5	5	0.625	0.625	66	0.75	0.75	6	0.875	1	447	0.875	0.875	252	0.875	0.625	251	0.90533	0.853553	455	1	0.375	
12	3	-1	4	1	-2	88	118	0.375	0.375	236	0.375	1	149	0.5	0.5	255	0.5	1.125	213	0.625	0.625	115	0.625	1.625	253	0.728553	1.58853	378	0.75	0.875	480	0.75	0.90533	244	0.838526	0.838526	
13	-8	-1	4	-1	2	19	152	0.5	1.125	36	0.5	0.875	329	0.559017	1.58853	44	0.625	0.625	182	0.625	0.875	445	0.684017	1.46353	266	0.728553	1.60355	31	0.75	0.90533	373	0.75	0.75	247	0.853553	1.46353	
14	-11	-3	4	-2	-1	20	163	0.625	0.625	323	0.625	0.875	331	0.875	0.875	300	0.875	0.875	308	0.90533	0.625	113	0.978553	1.22855	204	0.978553	1.21353	181	1	1	359	1.00888	0.875	389	1.08853	1.05902	
15	9	0	4	2	1	130	456	0.25	0.25	243	0.375	1.25	93	0.5	0.875	53	0.625	0.625	500	0.75	0.75	437	0.75	0.90533	81	0.75	0.65533	411	0.75	1.125	327	0.75	0.75	290	0.78033	0.75	
16	-8	1	4	-2	1	11	247	0.375	1.25	47	0.375	0.375	109	0.5	0.5	365	0.5	0.875	36	0.625	0.625	330	0.684017	1.71353	499	0.728553	1.47855	329	0.75	0.875	384	0.75	0.65533	130	0.75	1	
17	7	1	4	-1	-2	10	112	0.125	0.125	27	0.375	0.375	372	0.375	1.25	50	0.5	0.875	108	0.625	0.625	464	0.625	0.625	366	0.625	0.875	45	0.625	0.75	385	0.75	0.75	315	0.75	0.90533	
18	-6	0	4	-1	0	12	162	0.625	0.625	275	0.75	0.90533	298	0.75	0.625	408	0.78033	0.78033	264	0.90533	0.728553	365	0.934017	1.83211	200	0.957107	2.22855	410	0.978553	1.58853	4	0.978553	1.47855	182	0.978553	2	
19	2	-1	4	-1	-1	2	82	0.125	0.125	3	0.5	0.5	317	0.53033	0.53033	210	0.603553	1.15533	430	0.625	0.625	255	0.65533	0.65533	239	0.728553	1.71353	12	0.75	0.75	480	0.75	1.125	160	0.78033	0.625	
20	-10	-2	4	1	2	2	44	0.478553	1.28033	105	0.603553	1.28033	384	0.684017	1.46353	300	0.728553	1.375	62	0.78033	0.75	218	0.838526	0.838526	158	0.853553	1.47855	458	0.875	0.78033	344	0.875	0.625	182	0.875	1.03033	
21	-5	-2	4	1	0	9	332	0.25	1.25	193	0.5	0.5	177	0.5	0.5	415	0.5	0.5	460	0.5	0.5	216	0.625	1.03033	466	0.75	0.90533	242	0.75	0.625	487	0.75	0.75	357	0.853553	1.83853	
22	4	0	4	-2	1	2	277	0.375	0.375	405	0.375	1.25	307	0.625	0.625	70	0.625	1.625	23	0.625	0.75	141	0.684017	1.46353	82	0.728553	1.58853	394	0.75	0.75	221	0.75	0.75	84	0.75	0.625	
23	3	0	4	0	1	1	196	0.375	0.375	79	0.603553	1.375	221	0.625	0.78033	326	0.625	0.625	211	0.625	0.78033	375	0.728553	1.375	22	0.75	0.625	405	0.75	0.75	70	0.75	1.125	3	0.78033	0.78033	
24	-7	-3	4	0	1	0	446	0.25	0.25	218	0.5	0.5	77	0.625	0.625	74	0.625	0.78033	373	0.728553	1.25	8	0.75	1.28033	242	0.875	0.875	43	0.875	0.875	62	0.875	0.875	324	0.875	0.875	
25	6	2	4	1	-1	96	424	0.125	0.125	212	0.25	0.25	321	0.375	0.375	27	0.478553	1.53033	464	0.5	1.25	17	0.603553	1.15533	463	0.625	1.25	476	0.625	0.625	289	0.625	1.25	290	0.728553	1.71353	
26	2	-1	4	2	1	34	118	0.375	1.25	213	0.375	1	196	0.478553	1.28033	12	0.5	1.125	149	0.5	1.125	23	0.603553	1.375	3	0.625	0.625	2	0.625	0.75	257	0.75	0.875	326	0.75	0.75	
27	7	1	4	1	-1	11	17	0.375	0.375	227	0.478553	1.15533	315	0.478553	1.28033	328	0.478553	1.40533	112	0.5	0.5	15	0.603553	1.71353	290	0.625	1.25	50	0.625	1.25	269	0.65533	0.65533	289	0.75	0.75	
28	-3	3	4	2	-1	26	178	0.375	0.375	185	0.375	1.25	479	0.375	0.375	131	0.5	1.125	299	0.625	0.625	234	0.684017	1.46353	414	0.75	0.75	92	0.853553	1.58853	96	0.853553	1.60355	412	0.875	1	
29	-11	1	4	-2	1	11	66	0.5	0.5	187	0.625	0.625	270	0.625	0.625	265	0.625	0.625	252	0.625	0.625	151	0.75	1	272	0.75	0.625	300	0.875	0.875	330	0.90533	0.625	6	0.978553	1.22855	
30	10	-2	4	-1	-2	4	235	0.5	0.5	450	0.5	1.375	451	0.625	0.625	231	0.75	0.90533	86	0.875	0.875	489	1	1.83853	437	1	0.75	325	1	0.5	129	1.125	0.875	189	1.125	0.75	
31	-7	0	4	0	1	0	223	0.125	0.125	139	0.25	0.25	454	0.375	1.125	130	0.603553	1.58853	16	0.603553	1.375	162	0.625	0.78033	248	0.728553	1.375	152	0.75	0.625	58	0.75	1.125	222	0.809017	2.08211	
32	8	3	4	-1	2	0	76	0.5	0.5	165	0.625	1	428	0.875	0.5	382	0.875	1	284	0.875	0.875	354	0.875	0.875	143	0.875	0.625	174	0.978553	1.21353	150	1	1.125	94	1.00888	0.875	
33	7	-2	4	1	0	10	231	0.603553	1.83853	294	0.625	0.625	81	0.809017	1.95711	437	0.809017	2.125	75	0.853553	1.47855	383	0.875	1.33853	392	0.875	0.875	39	0.875	1	101	0.875	0.75	431	0.934017	1.83211	
34	5	-3	4	2	-1	2	78	0.125	0.125	409	0.5	0.5	155	0.625	0.625	253	0.625	0.625	475	0.625	0.625	191	0.75	1.15533	485	0.75	0.90533	51	0.75	0.75	97	0.75	0.875	80	0.78033	0.75	
35	2	2	4	2	-1	28	228	0.125	0.125	316	0.25	0.25	180	0.375	0.375	206	0.625	0.625	405	0.728553	1.47855	211	0.75	0.75	176	0.90533	0.625	400	1	0.75	90	1	1	164	1.03033	0.603553	
36	-8	0	4	-2	1	1	58	0.375	0.375	384	0.375	1	365	0.478553	1.5	16	0.625	0.625	438	0.75	0.75	152	0.75	0.75	247	0.75	1.15533	47	0.75	1	31	0.75	0.75	158	0.875	1.125	
37	6	-5	4	1	1	21	233	0.353553	1.40533	485	0.5	0.875	61	0.603553	1.75	168	0.625	1.125	191	0.625	0.625	286	0.728553	1.625	434	0.728553	1.03033	474	0.728553	2.03033	215	0.75	1.25	392	0.832107	1.81066	
38	-11	-2	4	2	-1	16	453	0.125	0.125	110	0.125	0.125	331	0.478553	1.5	20	0.5	1.125	14	0.75	1.25	274	0.75	0.90533	238	0.75	0.875	62	0.809017	1.33853	44	0.853553	1.60355	344	0.875	1.03033	
39	7	-1	4	-1	2	0	52	0.125	0.125	83	0.375	0.375	376	0.375	1.25	318	0.478553	1.28033	45	0.625	0.75	351	0.684017	1.46353	290	0.728553	1.60355	302	0.75	1.125	50	0.75	0.875	261	0.75	0.625	
40	-7	-4	4	-2	-1	6	57	0.125	0.125	336	0.25	0.25	498	0.375	0.375	136	0.5	0.875	492	0.5	1.125	301	0.75	0.875	65	0.75	0.90533	446	0.75	0.75	62	0.853553	1.35355	63	0.853553	1.60355	
41	6	-4	4	-1	0	1	215	0.125	0.125	356	0.25	0.25	436	0.375	0.375	188	0.5	0.5	168	0.5	0.5	293	0.603553	1.375	433	0.625	1.15533	421	0.625	0.625	263	0.728553	1.71353	48	0.75	1.28033	
42	3	-5	4	1	1	10	117	0.125	0.125	80	0.478553	1.15533	478	0.478553	1.53033	161	0.5	0.5	198	0.5	0.5	156	0.53033	0.53033	475	0.603553	1.71353	225	0.625	0.75	273	0.625	1.25	51	0.728553	1.58853	
43	-8	-2	4	1	0	0	119	0.125	0.125	4	0.375	1	170	0.625	0.625	267	0.625	0.625	158	0.625	0.625	218	0.75	0.625	407	0.75	0.625	177	0.809017	2	193	0.853553	2.22855	337	0.875	1	
44	-9	-1	4	1	2	0	384	0.375	1.25	182	0.5	0.5	105	0.5	0.5	152	0.603553	1.5	403	0.625	0.625	13	0.625	0.625	158	0.625	1.25	47	0.684017	1.71353	407	0.75	1.25	123	0.75	0.90533	
45	7	0	4	-1	0	1	50	0.125	0.125	83	0.375	0.375	318	0.5	1	372	0.5	0.5	137	0.603553	1.58853	175	0.625	1.03033	112	0.625	0.625	17	0.75	0.625	376	0.75	0.75	366	0.75	0.90533	
46	1	1	4	-1	-2	1	160	0.375	1.25	317	0.375	1	209	0.478553	1.375	171	0.625	0.625	377	0.625	0.625	141	0.75	0.625	70	0.75	0.65533	367	0.75	0.75	347	0.853553	1.46353	104	0.875	1.40533	
47	-8	1	4	0	1	0	16	0.375	0.375	130	0.375	1.375	365	0.5	0.5	329	0.5	0.5	447	0.603553	1.58853	454	0.625	0.625	445	0.625	0.625	418	0.728553	1.58853	205	0.728553	1.375	320	0.75	1.125	
48	5	-5	4	-1	-1	0	293	0.125	0.125	72	0.625	0.75	263	0.75	0.75	429	0.75	0.75	398	0.78033	0.625	333	1	0.78033	102	1	1	37	1	1	230	1	1	115	1.06066	1.06066	
49	-1	-2	4	1	-1	0	125	0.125	0.125	1	0.375	0.375	245	0.809017	1.83853	287	0.853553	1.58853	459	0.875	0.875	0	1	1	465	1	1	241	1	1	371	1.03033	0.75	7	1.05902	1.35355	
50	7	0	4	-2	-1	20	45	0.125	0.125	372	0.375	0.375	302	0.478553	1.28033	83	0.5	0.5	318	0.5	1.125	127	0.625	1	55	0.625	0.75	369	0.684017	1.46353	137	0.684017	1.71353	112	0.75	0.625	
51	5	-4	4	1	-1	0	475	0.125	0.125	48	0.5	1.375	398	0.625	0.625	429	0.625	0.625	191	0.625	1.125	293	0.625	1.25	485	0.625	1.375	273	0.65533	0.65533	37	0.875	1.03033	168	0.875	1.125	
52	7	-1	4	0	1	4	39	0.125	0.125	376	0.375	1.125	83	0.5	0.5	175	0.603553	1.58853	318	0.625	1.15533	261	0.625	0.625	290	0.728553	1.71353	328	0.728553	1.375	75	0.75	0.90533	312	0.75	0.75	
53	9	-1	4	2	-1	7	383	0.125	0.125	437	0.375	1.25	81	0.375	1.25	431	0.5	1.125	189	0.625	0.625	15	0.625	0.625	243	0.75	0.65533	86	0.75	0.90533	235	0.75	1	334	0.75	0.75	
54	4	2	4	1	-1	1	420	0.353553	1.28033	394	0.625	1.375	262	0.75	0.75	375	0.75	0.75	351	0.853553	1.58853	250	0.853553	1.58853	99	0.875	0.875	240	0.875	1.03033	372	0.957107	2.10355	244	0.978553	1.71353	
55	6	0	4	0	-1	0	302	0.375	1	372	0.375	0.375	269	0.375	0.375	244	0.5	0.5	396	0.603553	1.58853	397	0.603553	1.83853	137	0.728553	1.25	50	0.75	0.625	315	0.75	0.75	240	0.78033	0.78033	
56	-9	-3	4	-2	1	0	63	0.25	0.25	62	0.5	0.5	200	0.625	0.625	323	0.728553	1.60355	308	0.75	0.90533	404	0.838526	0.838526	238	0.875	1.03033	274	0.875	1	218	0.875	0.875	309	0.875	1.125	
57	-7	-4	4	-1	-1	0	40	0.125	0.125	336	0.125	0.125	498	0.25	0.25	136	0.625	0.75	492	0.625	1	337	0.65533	0.65533	419	0.78033	0.625	63	0.853553	1.47855	446	0.875	0.875	56	0.978553	1.46353	
58	-8	0	4	-1	-1	0	36	0.375	0.375	438	0.375	0.375	182	0.478553	1.15533	384	0.5	1.375	158	0.5	1.375	407	0.625	1.25	16	0.75	0.75	403	0.875	1.03033	275	0.90533	0.728553	331	0.91257	1.97855	
59	-4	0	4	2	1	1	432	0.125	0.125	306	0.375	0.375	501	0.375	0.375	216	0.5	0.5	490	0.5	1.125	288	0.625	1.25	496	0.684017	1.46353	342	0.684017	1.71353	427	0.728553	1.375	441	0.75	0.875	
60	-6	3	4	-2	1	3	195	0.375	1	381	0.5	1.125	222	0.5	0.5	418	0.625	0.75	140	0.75	0.75	279	0.75	0.75	368	0.875	1.375	491	0.875	1.28033	422	1	0.625	410	1	0.75	
61	8	-4	4	1	-1	1	286	0.125	0.125	474	0.375	0.375	231	0.53033	0.53033	370	0.625	0.625	489	0.75	0.75	304	0.853553	1.25	450	0.963526	0.963526	434	1	1	387	1	1	129	1.10355	1.35355	
62	-9	-3	4	1	2	1	63	0.25	0.25	43	0.478553	1.375	56	0.5	0.5	13	0.559017	1.58853	119	0.603553	1.28033	218	0.625	0.625	274	0.75	0.625	20	0.875	0.78033	344	0.875	0.5	267	0.875	1.03033	
63	-9	-3	4	-1	2	3	56	0.25	0.25	62	0.25	0.25	218	0.625	0.625	200	0.75	0.875	274	0.75	0.75	20	0.875	1.03033	24	0.875	0.875	267	0.875	0.78033	344	0.875	0.75	65	1	0.375	
64	-11	-4	4	1	-2	0	323	0.25	0.25	113	0.478553	1.375	204	0.478553	1.15533	219	0.5	1.125	87	0.625	1.25	181	0.65533	0.65533	69	0.75	0.875	89	0.75	0.75	163	0.75	0.75	114	0.75	1.28033	
65	-8	-3	4	-1	0	0	56	0.25	1.25	337	0.375	0.375	373	0.375	0.375	63	0.5	1	492	0.5	0.5	419	0.5	0.5	308	0.603553	1.58853	389	0.603553	1.375	218	0.625	0.625	267	0.75	0.75	
66	-11	2	4	-1	0	3	252	0.125	0.125	461	0.375	0.375	29	0.5	0.5	106	0.5	0.5	151	0.5	0.5	335	0.625	0.625	5	0.625	0.625	11	0.75	0.75	462	0.75	0.75	310	0.875	0.75	
67	-4	-2	4	0	1	0	220	0.25	1.125	332	0.375	0.375	460	0.375	0.375	167	0.625	0.625	441	0.684017	1.46353	254	0.75	0.625	415	0.75	0.90533	471	0.75	1.03033	357	0.75	1.28033	297	0.853553	2	
68	-6	-2	4	1	-2	0	360	0.375	0.375	199	0.375	0.375	193	0.603553	1.5	8	0.625	0.625	4	0.625	0.625	21	0.75	1	466	0.838526	0.838526	498	0.853553	1.46353	57	0.853553	1.71353	88	0.875	0.75	
69	-11	-5	4	2	1	2	113	0.375	1.25	292	0.5	0.875	219	0.5	0.5	114	0.5	1.125	204	0.625	1	89	0.625	0.875	163	0.75	1.25	309	0.809017	1.33853	157	0.853553	1.83853	64	0.875	0.75	
70	2	0	4	-1	-1	0	477	0.125	0.125	430	0.478553	1.28033	19	0.5	0.875	82	0.625	0.75	160	0.625	0.625	317	0.625	0.875	46	0.65533	0.65533	210	0.728553	1.71353	0	0.728553	1.58853	79	0.75	0.75	
71	-6	1	4	1	-1	0	248	0.125	0.125	487	0.353553	1.28033	350	0.353553	1.40533	59	0.603553	1.71353	484	0.625	1.25	132	0.625	0.625	297	0.625	1.25	229	0.65533	0.65533	18	0.75	1.125	186	0.875	1.125	
72	5	-6	4	-2	-1	4	48	0.75	0.625	117	0.853553	1.35355	225	0.875	1.25	293	0.875	0.5	263	0.875	0.78033	393	0.875	0.875	198	0.978553	1.71353	215	1.08853	1.05902	102	1.25	1.25	478	1.25	1.22855	
73	-2	-2	4	1	-2	0	133	0.125	0.125	145	0.5	0.5	241	0.5	0.5	1	0.625	0.625	49	0.625	0.75	169	0.625	0.625	125	0.75	0.875	254	0.875	1.125	343	1	1	470	1	0.75	
74	-6	-2	4	-1	1	4	275	0.478553	1.40533	8	0.5	0.5	360	0.5	0.5	446	0.53033	0.53033	282	0.625	1.25	460	0.625	0.625	223	0.728553	1.71353	199	0.75	0.75	122	0.75	1.125	24	0.78033	0.625	
75	8	0	4	-1	2	0	305	0.375	1.25	385	0.478553	1.28033	227	0.5	0.5	290	0.5	1.125	463	0.559017	1.58853	271	0.625	0.75	456	0.625	0.625	366	0.728553	1.60355	50	0.75	1.125	376	0.75	0.75	
76	9	3	4	0	1	0	428	0.375	0.375	382	0.5	0.5	32	0.5	0.5	150	0.625	0.625	319	0.625	0.625	85	1	0.625	120	1	0.875	284	1.125	0.75	352	1.22855	0.978553	426	1.22855	1.22855	
77	-6	-3	4	1	1	0	21	0.353553	1.28033	460	0.478553	1.28033	242	0.625	0.75	199	0.625	0.625	74	0.625	1.375	24	0.625	0.625	193	0.625	1.25	67	0.853553	1.33853	122	0.853553	1.25	324	0.875	0.75	
78	5	-3	4	1	-1	0	34	0.125	0.125	191	0.353553	1.28033	51	0.5	0.875	409	0.625	0.625	80	0.65533	0.65533	457	0.65533	0.65533	97	0.75	0.75	475	0.75	0.75	101	0.78033	0.625	33	0.853553	1.33853	
79	2	1	4	-2	1	1	141	0.375	0.375	377	0.375	1	46	0.5	1.125	477	0.625	0.625	211	0.625	0.625	367	0.625	1.625	180	0.625	1.25	104	0.728553	1.71353	209	0.728553	1.46353	206	0.75	0.75	
80	4	-4	4	2	-1	0	478	0.375	0.375	51	0.375	1	398	0.375	0.375	429	0.478553	1.15533	475	0.5	1.125	293	0.603553	1.28033	273	0.625	0.625	313	0.625	0.625	263	0.625	1.125	161	0.65533	0.65533	
81	10	-1	4	1	1	5	431	0.125	0.125	437	0.25	0.25	93	0.5	1	312	0.625	0.625	15	0.65533	0.65533	456	0.875	0.65533	411	0.978553	1.46353	500	1	1.15533	325	1	1	243	1.03033	0.875	
82	2	-1	4	-2	-1	5	19	0.125	0.125	3	0.375	0.375	477	0.625	0.625	430	0.625	0.75	472	0.728553	1.71353	209	0.728553	1.46353	317	0.75	0.65533	70	0.75	0.625	255	0.78033	0.75	239	0.853553	1.60355	
83	7	-1	4	-1	0	0	45	0.375	0.375	39	0.375	0.375	52	0.5	0.5	50	0.5	0.5	302	0.5	1.25	396	0.603553	1.58853	397	0.603553	1.83853	127	0.603553	1.25	101	0.728553	1.25	202	0.75	0.90533	
84	4	-1	4	-1	1	0	307	0.125	0.125	23	0.478553	1.28033	70	0.603553	1.58853	257	0.625	0.75	477	0.728553	1.71353	22	0.75	0.75	276	0.75	0.75	2	0.75	0.625	420	0.853553	1.35355	196	0.853553	1.15533	
85	10	3	4	-2	-1	17	443	0.125	0.125	120	0.478553	1.28033	319	0.5	1.125	428	0.5	1.375	143	0.559017	1.58853	226	0.625	0.625	358	0.853553	1.58853	354	0.853553	1.83853	150	1	1	271	1.05902	1.68566	
86	10	-2	4	1	1	2	431	0.5	1	451	0.5	0.5	437	0.625	0.625	81	0.625	0.875	148	0.625	0.625	30	0.875	0.875	53	0.90533	0.728553	15	0.963526	0.963526	456	0.978553	1.21353	417	1	1	
87	-11	-5	4	0	-1	0	219	0.125	0.125	204	0.375	0.375	359	0.5	0.5	114	0.5	0.5	69	0.625	0.625	113	0.75	0.875	292	0.875	1.125	283	0.875	0.5	309	0.963526	0.963526	163	1	0.875	
88	-7	-2	4	-1	-1	0	122	0.25	0.25	65	0.353553	1.28033	337	0.353553	1.40533	4	0.375	0.375	419	0.478553	1.28033	56	0.603553	1.71353	267	0.625	1.25	170	0.728553	1.03033	68	0.75	0.75	275	0.75	0.75	
89	-11	-4	4	1	2	1	274	0.478553	1.40533	163	0.5	0.5	344	0.603553	1.5	64	0.75	0.75	292	0.78033	0.75	69	0.875	0.625	204	0.978553	1.22855	20	0.978553	1.83853	359	1	0.75	181	1	1.15533	
90	3	2	4	-2	-1	18	345	0.125	0.125	206	0.375	1	141	0.478553	1.40533	394	0.65533	0.65533	135	0.75	0.65533	316	0.75	0.875	377	0.853553	1.46353	79	0.875	1.03033	341	0.875	0.5	100	0.90533	0.853553	
91	-2	0	4	2	1	0	183	0.125	0.125	124	0.25	0.25	465	0.375	1.25	95	0.5	1.375	258	0.5	0.5	342	0.5	0.5	208	0.603553	1.375	179	0.728553	1.71353	496	0.75	0.75	146	0.75	1.25	
92	-1	2	4	1	-2	0	171	0.478553	1.28033	159	0.5	0.5	406	0.625	0.625	234	0.625	0.625	303	0.625	0.875	104	0.684017	1.46353	390	0.728553	1.375	164	0.728553	1.60355	367	0.75	0.90533	496	0.75	0.65533	
93	10	0	4	1	2	3	456	0.625	0.625	243	0.625	0.625	327	0.75	0.65533	437	0.75	0.75	500	0.875	0.875	411	0.875	1.03033	493	0.875	0.875	15	0.875	0.5	81	1	0.5	312	1.15533	0.603553	
94	6	3	4	0	1	0	250	0.25	0.25	482	0.25	0.25	467	0.625	0.625	353	0.75	0.75	165	0.875	0.5	32	0.875	0.875	174	0.875	0.75	212	0.875	0.75	439	0.90533	0.728553	463	0.90533	0.728553	
95	-1	0	4	2	-1	9	465	0.125	0.125	287	0.684017	1.46353	164	0.728553	1.58853	459	0.75	0.75	303	0.838526	0.838526	371	0.853553	1.60355	171	0.875	0.78033	190	0.875	0.875	104	0.875	1	133	0.963526	0.963526	
96	-2	1	4	-1	-2	5	496	0.375	0.375	390	0.375	0.375	497	0.478553	1.28033	214	0.5	0.5	190	0.5	1.125	124	0.5	1.125	146	0.5	0.5	258	0.5	1.375	402	0.625	0.625	427	0.684017	1.71353	
97	6	-3	4	-1	-2	7	421	0.125	0.125	436	0.375	0.375	356	0.5	1	397	0.65533	0.65533	370	0.75	0.90533	51	0.75	0.90533	433	0.75	1.125	41	0.75	0.75	78	0.75	0.75	293	0.809017	1.83853	
98	-8	2	4	2	-1	12	203	0.125	0.125	320	0.478553	1.40533	130	0.625	0.625	109	0.625	1.125	71	0.728553	1.71353	491	0.75	0.875	454	0.75	0.90533	260	0.90533	1.21353	247	0.978553	1.22855	438	1	1.25	
99	4	2	4	-2	1	2	345	0.375	1.25	90	0.5	1.375	154	0.603553	1.5	346	0.625	0.875	467	0.65533	0.65533	135	0.684017	1.46353	394	0.75	0.75	100	0.75	0.75	221	0.75	0.625	341	0.875	1.03033	
100	4	3	4	-1	1	0	346	0.125	0.125	154	0.625	0.75	341	0.75	1.25	126	0.75	0.75	99	0.75	0.625	206	0.978553	1.58853	345	1	0.78033	94	1	1	400	1.125	1.125	90	1.125	0.90533	
101	6	-2	4	0	-1	1	457	0.125	0.125	421	0.25	1.125	399	0.375	0.375	97	0.5	1.25	102	0.603553	1.25	397	0.625	0.625	78	0.625	0.78033	370	0.728553	1.58853	433	0.728553	1.375	34	0.75	0.90533	
102	5	-3	4	-1	0	0	433	0.125	0.125	396	0.375	0.375	379	0.375	1.125	155	0.5	0.5	333	0.625	1.03033	397	0.625	0.625	398	0.728553	1.25	78	0.75	0.75	386	0.75	1.15533	51	0.75	1.125	
103	-4	2	4	-2	1	3	172	0.125	0.125	232	0.25	0.25	279	0.478553	1.375	425	0.5	0.5	408	0.75	0.65533	229	0.75	1.125	288	0.75	0.625	60	0.853553	1.83853	361	0.875	0.5	128	0.875	0.875	
104	0	0	4	-1	-1	0	209	0.25	0.25	380	0.625	1.125	160	0.625	0.625	347	0.75	0.625	390	0.853553	1.33853	49	0.853553	1.58853	96	0.963526	0.963526	1	0.978553	1.71353	125	0.978553	1.46353	208	0.978553	1.25	
105	-9	-1	4	2	-1	16	403	0.125	0.125	158	0.375	1	119	0.478553	1.28033	44	0.5	0.5	407	0.5	0.875	223	0.728553	1.60355	13	0.75	1.125	200	0.75	1.25	43	0.75	1.15533	31	0.853553	1.47855	
106	-11	2	4	0	-1	2	462	0.25	0.25	270	0.375	1.375	310	0.375	0.375	348	0.5	0.5	66	0.5	0.5	252	0.625	0.625	134	0.75	0.75	251	0.875	1.125	237	0.875	0.875	461	0.875	0.75	
107	2	-3	4	0	-1	2	147	0.25	0.25	444	0.25	0.25	388	0.375	0.375	259	0.5	0.5	452	0.5	0.5	239	0.5	0.5	115	0.625	0.625	217	0.625	0.625	246	0.75	0.75	473	0.75	0.875	
108	6	1	4	1	-2	0	464	0.25	0.25	55	0.375	1.25	366	0.5	0.5	269	0.5	0.875	175	0.625	0.625	351	0.625	0.625	17	0.625	0.625	328	0.728553	1.58853	112	0.75	0.75	372	0.75	1.15533	
109	-8	1	4	-1	-2	0	58	0.375	1	16	0.5	0.5	438	0.5	1.375	403	0.684017	1.46353	266	0.728553	1.58853	152	0.75	1.125	36	0.75	0.875	320	0.75	0.75	365	0.75	1.25	247	0.75	1	
110	-11	-2	4	1	-1	0	38	0.125	0.125	453	0.25	0.25	331	0.353553	1.40533	344	0.478553	1.15533	181	0.603553	1.53033	20	0.625	1.25	14	0.625	1.25	481	0.65533	0.65533	238	0.75	0.75	62	0.853553	1.46353	
